geneNames,geneIDs,feature,id,fc,pval,qval
.,mrg.2112,transcript,3432,0.00020205593721761,0.0112343309788699,0.703876070116615
.,mrg.2452,transcript,4009,0.000915042272524157,0.0112525952023619,0.703876070116615
.,mrg.1455,transcript,2377,2.4145859222503,0.0113484917336795,0.703876070116615
.,mrg.1347,transcript,2201,0.340518051819605,0.0114662999590529,0.703876070116615
.,mrg.1523,transcript,2515,4.918133695795,0.0116926212769929,0.703876070116615
.,mrg.357,transcript,578,0.00162221916586982,0.0116981650590645,0.703876070116615
.,mrg.1304,transcript,2135,64.0619442419401,0.0120648060263313,0.703876070116615
.,mrg.933,transcript,1567,383.10101209058,0.0120784088029673,0.703876070116615
.,mrg.106,transcript,170,0.0146802362700592,0.0121493596923361,0.703876070116615
.,mrg.381,transcript,627,21.6643961503042,0.0121673179970119,0.703876070116615
.,mrg.539,transcript,910,61.2946691412687,0.0122535352240635,0.703876070116615
.,mrg.1568,transcript,2582,13.8937373174841,0.0128273344143102,0.703876070116615
.,mrg.1443,transcript,2364,0.00150465288264137,0.0129367902490154,0.703876070116615
.,mrg.526,transcript,869,2.43439491648939,0.012979528928892,0.703876070116615
.,mrg.322,transcript,534,0.0647668882128179,0.013209088002236,0.703876070116615
.,mrg.498,transcript,812,5.994162405922,0.0135374252582789,0.703876070116615
.,mrg.450,transcript,739,18.9777135852101,0.0135753859692982,0.703876070116615
.,mrg.1336,transcript,2186,15.4521301975956,0.0136137003146062,0.703876070116615
.,mrg.84,transcript,136,1.59826781420565,0.014191646743247,0.703876070116615
.,mrg.1529,transcript,2517,1.27701989372793e-05,0.0146290298892919,0.703876070116615
.,mrg.1212,transcript,1980,3.31919987884618,0.014895135385691,0.703876070116615
.,mrg.1666,transcript,2726,4.08105204535349,0.0149573870486519,0.703876070116615
.,mrg.1104,transcript,1819,0.603129016918363,0.0151124248537342,0.703876070116615
.,mrg.1439,transcript,2355,0.193509700271726,0.0152580392416992,0.703876070116615
.,mrg.1330,transcript,2177,1.5774038920948,0.0155541188315866,0.703876070116615
.,mrg.1386,transcript,2264,91.1731519106541,0.0155909405376782,0.703876070116615
.,mrg.118,transcript,187,425.143631326718,0.0157933034295017,0.703876070116615
.,mrg.1161,transcript,1909,0.00357945697594351,0.0158967961365064,0.703876070116615
.,mrg.2435,transcript,3925,3.94532906835749,0.0159156452890061,0.703876070116615
.,mrg.890,transcript,1471,4.77281899617846,0.0159239981165974,0.703876070116615
.,mrg.1252,transcript,2050,0.153407317012285,0.0159347406212199,0.703876070116615
.,mrg.2041,transcript,3324,31.4367024739396,0.0159958903547521,0.703876070116615
.,mrg.175,transcript,297,754110.967426921,0.0160767219762339,0.703876070116615
.,mrg.825,transcript,1382,18.4189347633325,0.0162125945544283,0.703876070116615
.,mrg.1188,transcript,1948,28.5866901182915,0.0165228658863243,0.703876070116615
.,mrg.1750,transcript,2945,3.29837296317573,0.0166342495812304,0.703876070116615
.,mrg.443,transcript,726,17.9427655740182,0.016685485504349,0.703876070116615
.,mrg.1506,transcript,2478,583.206677091979,0.0169034422666683,0.703876070116615
.,mrg.33,transcript,18,368105.429152072,0.0170662262215842,0.703876070116615
.,mrg.1920,transcript,2883,2.69315352687667,0.0171186945795612,0.703876070116615
.,mrg.1208,transcript,1975,2079.56091321953,0.0172091133508703,0.703876070116615
.,mrg.671,transcript,1122,8.77293467424854,0.0172133634479028,0.703876070116615
.,mrg.2081,transcript,3389,1.9381493829116,0.0173443260544621,0.703876070116615
.,mrg.1548,transcript,2545,0.193244602575468,0.0173772975471373,0.703876070116615
.,mrg.902,transcript,1513,0.074402548245964,0.0174380862958723,0.703876070116615
.,mrg.1703,transcript,2782,5.48790314889835,0.0175768653976636,0.703876070116615
.,mrg.1861,transcript,3136,0.365032750151195,0.0177558764011621,0.703876070116615
.,mrg.1105,transcript,1821,328.166077748957,0.017843457068073,0.703876070116615
.,mrg.610,transcript,1016,24.6766608345925,0.0181208442998841,0.703876070116615
.,mrg.2078,transcript,3377,7.98305847350949,0.0182868842055832,0.703876070116615
.,mrg.1877,transcript,3194,0.0808998284919766,0.0183486562149127,0.703876070116615
.,mrg.1845,transcript,3109,0.000580307684430173,0.0184728792047754,0.703876070116615
.,mrg.522,transcript,853,331.720789549909,0.0185843233662706,0.703876070116615
.,mrg.669,transcript,1127,306.174032940669,0.0186838712882162,0.703876070116615
.,mrg.1968,transcript,3206,1190.91498516007,0.0187481734570624,0.703876070116615
.,mrg.1524,transcript,2499,0.210266838930371,0.0188592483451541,0.703876070116615
.,mrg.677,transcript,1141,122.597540518104,0.0189297213293611,0.703876070116615
.,mrg.2093,transcript,3405,298.232623061475,0.0193770182610224,0.703876070116615
.,mrg.538,transcript,905,54.5866472446322,0.0197644127084469,0.703876070116615
.,mrg.1733,transcript,2820,0.00339389512840314,0.0198233349626125,0.703876070116615
.,mrg.1345,transcript,2196,215.400533615676,0.0200607169183121,0.703876070116615
.,mrg.606,transcript,1006,0.0279070361533277,0.0200638264127124,0.703876070116615
.,mrg.1987,transcript,3232,15.1338425094617,0.0201110589279774,0.703876070116615
.,mrg.854,transcript,1436,0.242900498327468,0.0202011518656036,0.703876070116615
.,mrg.924,transcript,1558,0.00178583250387863,0.0202604746478975,0.703876070116615
.,mrg.1787,transcript,3025,1.37579106828741,0.0202802020745749,0.703876070116615
.,mrg.962,transcript,1610,343.866542625479,0.0209204661008988,0.714850050082645
.,mrg.2494,transcript,4056,1.97935900514203,0.0212546281368455,0.714850050082645
.,mrg.1590,transcript,2614,54.8226840282296,0.0212607277214149,0.714850050082645
.,mrg.2139,transcript,3483,285.641363384269,0.0217968074208877,0.714850050082645
.,mrg.374,transcript,584,25.2779490707889,0.0218244662375764,0.714850050082645
.,mrg.2361,transcript,3819,31.8899050049553,0.0218333283621241,0.714850050082645
.,mrg.536,transcript,916,2.01521689155271,0.0219565250501057,0.714850050082645
.,mrg.1055,transcript,1742,1259.07102519166,0.0223759672172053,0.715961673822995
.,mrg.369,transcript,607,4.99169656108453,0.0223798837971309,0.715961673822995
.,mrg.2039,transcript,3320,2.42983328919285,0.0232109381131664,0.727539562131793
.,mrg.334,transcript,548,0.0213661106897158,0.0233762253451079,0.727539562131793
.,mrg.2272,transcript,3691,0.00444877669540858,0.0234970079975082,0.727539562131793
.,mrg.298,transcript,496,267.550149931194,0.0235328099738199,0.727539562131793
.,mrg.420,transcript,698,0.336646102576879,0.0239881499273151,0.733161279879763
.,mrg.1762,transcript,2977,45.6358574656702,0.0241691113334702,0.733161279879763
.,mrg.1840,transcript,3102,6.41447693975471,0.0243124969136534,0.733161279879763
.,mrg.1080,transcript,1779,3.57476556025763,0.0246960894026124,0.735721257791021
.,mrg.2248,transcript,3642,61.7897286141275,0.0248840140220847,0.735721257791021
.,mrg.1658,transcript,2718,2.98536303408787,0.025633831288274,0.735721257791021
.,mrg.2313,transcript,3758,107.210483975734,0.0256409380478627,0.735721257791021
.,mrg.2231,transcript,3628,63.5791564297074,0.0257696408953866,0.735721257791021
.,mrg.1709,transcript,2787,26.6023680215709,0.0259504976194512,0.735721257791021
.,mrg.1555,transcript,2564,52.1559985820342,0.0259896156186336,0.735721257791021
.,mrg.1531,transcript,2519,3.17070824732993,0.0261462902247857,0.735721257791021
.,mrg.764,transcript,1261,0.00320639116463954,0.0263745405690983,0.735721257791021
.,mrg.2137,transcript,3481,65.9512634889729,0.0265653948441872,0.735721257791021
.,mrg.288,transcript,483,0.438293704830058,0.0265971533803223,0.735721257791021
.,mrg.750,transcript,1246,12.7499302344909,0.0269948495232302,0.737183161066774
.,mrg.748,transcript,1244,17.0506117224045,0.0270507547551004,0.737183161066774
.,mrg.25,transcript,36,2.26684282891572e-14,0.027585859000788,0.739102832541086
.,mrg.1824,transcript,3078,993.595055991958,0.0278384713240668,0.739102832541086
.,mrg.2093,transcript,3403,2.11293887851908e-09,0.0281806369320154,0.739102832541086
.,mrg.547,transcript,922,0.197900553894497,0.0283335977492081,0.739102832541086
.,mrg.1810,transcript,3055,2.56081659979547,0.0286948990023779,0.739102832541086
.,mrg.553,transcript,927,3.64980256321929,0.0287329658490874,0.739102832541086
.,mrg.1272,transcript,2075,5.07049262564411,0.029698499056908,0.739102832541086
.,mrg.1780,transcript,3002,0.00385092874208562,0.0297096143038054,0.739102832541086
.,mrg.374,transcript,593,109.663329882094,0.0297495384995483,0.739102832541086
.,mrg.1466,transcript,2392,576.961905937049,0.0298838559120735,0.739102832541086
.,mrg.1821,transcript,3072,367.622740620534,0.0303815478143599,0.739102832541086
.,mrg.2088,transcript,3397,101.001620912748,0.0305925079353389,0.739102832541086
.,mrg.2149,transcript,3503,11.1228722574363,0.0306987253170115,0.739102832541086
.,mrg.1713,transcript,2796,6.86109097256555,0.030850670002357,0.739102832541086
.,mrg.603,transcript,999,0.0571790711053212,0.0310033173348887,0.739102832541086
.,mrg.1657,transcript,2717,2.39593859812723,0.0313386607661381,0.739102832541086
.,mrg.1404,transcript,2294,162.91262292763,0.0319264320641519,0.739102832541086
.,mrg.1207,transcript,1974,2.44966614768648,0.0319449168029164,0.739102832541086
.,mrg.1384,transcript,2257,4182.53823188131,0.0323277182254071,0.739102832541086
.,mrg.743,transcript,1237,2.60678317529646,0.0328045204644533,0.739102832541086
.,mrg.1323,transcript,2163,18.8036969824466,0.0330348680990311,0.739102832541086
.,mrg.374,transcript,596,100.042150703599,0.0333946415340853,0.739102832541086
.,mrg.664,transcript,1106,109.22233394004,0.0340582963687411,0.739102832541086
.,mrg.2446,transcript,3940,0.581461341348655,0.0341634386871268,0.739102832541086
.,mrg.2460,transcript,4022,0.00126128710033198,0.0343236823492368,0.739102832541086
.,mrg.1090,transcript,1787,20.3124539189015,0.0343361656598233,0.739102832541086
.,mrg.539,transcript,907,28.4219877772582,0.0350502505966745,0.739102832541086
.,mrg.1640,transcript,2700,0.115240742786257,0.0350918182401071,0.739102832541086
.,mrg.130,transcript,223,207.852147125531,0.0351544215866759,0.739102832541086
.,mrg.2058,transcript,3349,157.873756348889,0.0354243343938846,0.739102832541086
.,mrg.2223,transcript,3616,13.8537446538708,0.0355470168024328,0.739102832541086
.,mrg.1708,transcript,2785,154.542335607277,0.035672841840915,0.739102832541086
.,mrg.1213,transcript,1981,1631.64996076424,0.0362622049348629,0.739102832541086
.,mrg.1168,transcript,1919,36.9190198765194,0.0363028612945053,0.739102832541086
.,mrg.1856,transcript,3132,34575.7357291117,0.0372488295699196,0.739102832541086
.,mrg.2128,transcript,3459,0.0125263225686269,0.0372989658852778,0.739102832541086
.,mrg.1398,transcript,2282,7.53625199371654,0.0374725346232414,0.739102832541086
.,mrg.1187,transcript,1946,22.3396504867206,0.0375378592644094,0.739102832541086
.,mrg.1766,transcript,2962,10.156867121236,0.0375414394185339,0.739102832541086
.,mrg.1170,transcript,1920,15.0589873422633,0.037575675559276,0.739102832541086
.,mrg.252,transcript,436,0.0255774994842428,0.0378500207861173,0.739102832541086
.,mrg.2066,transcript,3364,0.100905224662467,0.0378694169568191,0.739102832541086
.,mrg.1507,transcript,2480,29.6798345515602,0.0379854720920876,0.739102832541086
.,mrg.137,transcript,233,0.467918715140693,0.0380422509477838,0.739102832541086
.,mrg.1194,transcript,1956,4.12821790954027,0.0381349085354944,0.739102832541086
.,mrg.1257,transcript,2055,0.398707659293989,0.0381427088998367,0.739102832541086
.,mrg.1403,transcript,2296,262.435509278762,0.0383660657990801,0.739102832541086
.,mrg.1697,transcript,2771,59.9761989819142,0.0384742663360298,0.739102832541086
.,mrg.1135,transcript,1873,356.413011384706,0.0384851663471192,0.739102832541086
.,mrg.2346,transcript,3799,51.0412915277609,0.0388123650581313,0.739102832541086
.,mrg.163,transcript,288,0.00102018016708152,0.0388129057905245,0.739102832541086
.,mrg.1932,transcript,2907,1.71826072687851,0.0389865255910247,0.739102832541086
.,mrg.812,transcript,1364,0.507944631081218,0.0394223303947299,0.739102832541086
.,mrg.1854,transcript,3131,40562.0823736628,0.0395699128110638,0.739102832541086
.,mrg.1986,transcript,3231,1.89781547452813,0.0398934015866647,0.739102832541086
.,mrg.1054,transcript,1739,0.955545309320907,0.0399372965595571,0.739102832541086
.,mrg.386,transcript,633,63.2957089467667,0.0401745446213557,0.739102832541086
.,mrg.2087,transcript,3396,7.2494130836334,0.0404185421190737,0.739102832541086
.,mrg.906,transcript,1518,18.4324177502282,0.0404847274048918,0.739102832541086
.,mrg.337,transcript,551,0.429680468865909,0.0404852990022722,0.739102832541086
.,mrg.2400,transcript,3874,0.0456865319385556,0.0406943927749104,0.739102832541086
.,mrg.2002,transcript,3260,0.0426578763842328,0.0406979829285117,0.739102832541086
.,mrg.1160,transcript,1912,28.9832726288184,0.0407038702768872,0.739102832541086
.,mrg.571,transcript,950,4.3421972056229,0.0407704298485709,0.739102832541086
.,mrg.1191,transcript,1953,67.2282162098579,0.0408530096997308,0.739102832541086
.,mrg.2500,transcript,3978,2.37665643947552e-08,0.0409307522413512,0.739102832541086
.,mrg.1096,transcript,1805,0.633901683184467,0.0415071747235022,0.739102832541086
.,mrg.400,transcript,661,0.370978594658826,0.0417317095090337,0.739102832541086
.,mrg.1696,transcript,2770,0.0020450193166558,0.0418754731812863,0.739102832541086
.,mrg.245,transcript,416,3.60836983984957,0.0419089318873583,0.739102832541086
.,mrg.870,transcript,1454,19.1826477213645,0.0420802034024665,0.739102832541086
.,mrg.600,transcript,995,1289.6680148783,0.0421586656697793,0.739102832541086
.,mrg.419,transcript,696,2.34662798113667,0.0422390511293751,0.739102832541086
.,mrg.1292,transcript,2111,0.139305290919482,0.0422950269560094,0.739102832541086
.,mrg.1780,transcript,2997,0.0416715452874037,0.0425677446811195,0.739102832541086
.,mrg.471,transcript,763,6.8029558711113,0.0427989798506105,0.739102832541086
.,mrg.974,transcript,1630,0.585219109110241,0.0428048268635208,0.739102832541086
.,mrg.669,transcript,1119,3.9104099826931,0.0429277177789362,0.739102832541086
.,mrg.12,transcript,68,15.2855514834039,0.043042508082938,0.739102832541086
.,mrg.2189,transcript,3559,2.49280189456955,0.043193016851409,0.739102832541086
.,mrg.544,transcript,890,0.0461300327450527,0.0434330055495178,0.739768645447574
.,mrg.1828,transcript,3085,80.4761668506002,0.0438527861375988,0.743476498618553
.,mrg.1649,transcript,2696,1.45497576190559,0.0441104968465247,0.744415219717268
.,mrg.1369,transcript,2235,1.29788092275361,0.0446105629965605,0.74673365080045
.,mrg.640,transcript,1058,1.53556556537992,0.0450127624302812,0.74673365080045
.,mrg.55,transcript,96,13.6432853471151,0.0453252399451771,0.74673365080045
.,mrg.2085,transcript,3394,0.308461067330518,0.0454045231959594,0.74673365080045
.,mrg.627,transcript,1035,11.4475496391429,0.045434645768239,0.74673365080045
.,mrg.441,transcript,725,37.5521419331387,0.0455243181946423,0.74673365080045
.,mrg.2105,transcript,3425,0.000222677023934019,0.045681907257354,0.74673365080045
.,mrg.406,transcript,665,93.8411362889035,0.0458716512859205,0.74673365080045
.,mrg.119,transcript,186,1248.64534321391,0.0464696733105429,0.753101778906599
.,mrg.2086,transcript,3381,1906.66278828464,0.0466722494130755,0.753101778906599
.,mrg.213,transcript,363,13436.838930607,0.0471255252242424,0.754441093938184
.,mrg.868,transcript,1450,7.57579724866156,0.0471778514043453,0.754441093938184
.,mrg.522,transcript,849,408.91885102199,0.0474024802679336,0.754441093938184
.,mrg.1362,transcript,2225,61.2655545395307,0.0475755188349167,0.754441093938184
.,mrg.2476,transcript,4036,1036.57853349249,0.0477851088201884,0.754512512229498
.,mrg.1346,transcript,2200,6.06850867878155,0.0482699024645398,0.758910133192486
.,mrg.1450,transcript,2373,0.0440727090586401,0.0485044758288304,0.759353049252201
.,mrg.402,transcript,654,19.4290291519566,0.0489345685641829,0.762428909898926
.,mrg.1354,transcript,2211,0.01123615553847,0.0493078336791855,0.762428909898926
.,mrg.515,transcript,841,0.161907611185507,0.0494375566463645,0.762428909898926
.,mrg.2331,transcript,3777,0.0129449363660306,0.0495867952756588,0.762428909898926
.,mrg.1479,transcript,2434,0.268784767108166,0.0497371400858229,0.762428909898926
.,mrg.2016,transcript,3281,0.0753222938905396,0.0499888216616897,0.763107364702724
.,mrg.2038,transcript,3319,5.52949006013613e-06,0.0503977582969696,0.764196962152097
.,mrg.2516,transcript,4000,0.00066536928867687,0.0505496789250136,0.764196962152097
.,mrg.2033,transcript,3311,2605461.30214568,0.0511075633085878,0.764196962152097
.,mrg.2232,transcript,3629,4.82184402948321,0.0511672481187143,0.764196962152097
.,mrg.24,transcript,31,4.34526961555711e-12,0.0513438989291166,0.764196962152097
.,mrg.2430,transcript,3917,0.0391390508019177,0.0516699298471788,0.764196962152097
.,mrg.1766,transcript,2958,0.0208560826385757,0.0517853193043423,0.764196962152097
.,mrg.2312,transcript,3757,0.000616527180616273,0.0518956389467611,0.764196962152097
.,mrg.213,transcript,362,6.14969875144429e-09,0.0521072814725532,0.764196962152097
.,mrg.1432,transcript,2341,0.000201216289626825,0.0524639286023709,0.764196962152097
.,mrg.683,transcript,1150,17.6257964228719,0.0524744492532814,0.764196962152097
.,mrg.851,transcript,1427,1.67146619265827,0.0529350726398399,0.764196962152097
.,mrg.1270,transcript,2073,5.72382452892369,0.0530112422031437,0.764196962152097
.,mrg.383,transcript,628,2.48985130586931,0.0531180923420049,0.764196962152097
.,mrg.717,transcript,1203,61.2341833006018,0.0531759777958513,0.764196962152097
.,mrg.1239,transcript,2025,2.17321849149752,0.0538148553849507,0.770369077670169
.,mrg.1791,transcript,3034,0.588907145534281,0.0542479993970499,0.773559650316848
.,TraesCS2B01G471000,transcript,1038,1.44208597898777,0.0544602760501471,0.77358824551541
.,mrg.1172,transcript,1923,12.0288699827271,0.0551017602428565,0.776019663312268
.,mrg.1467,transcript,2393,92.2003730230413,0.0551140415480089,0.776019663312268
.,mrg.1563,transcript,2556,0.0103995797636935,0.0552982150689321,0.776019663312268
.,mrg.941,transcript,1581,280.572622423117,0.0555512914745415,0.776019663312268
.,mrg.1970,transcript,3209,0.276116162794233,0.0557846059195285,0.776019663312268
.,mrg.1385,transcript,2262,45.5414044999881,0.0558970401679127,0.776019663312268
.,TraesCS1B01G011300,transcript,218,1.31357455358522,0.0566564973921239,0.781067135260788
.,mrg.2239,transcript,3640,83.0126503414296,0.0567791987276625,0.781067135260788
.,mrg.422,transcript,686,420.752772087496,0.0570886720708955,0.781067135260788
.,mrg.2385,transcript,3855,19.2519727805114,0.0572255735208427,0.781067135260788
.,mrg.1751,transcript,2943,17.0424837593534,0.0575240254428723,0.781067135260788
.,mrg.21,transcript,78,4.34376518639946,0.0576405694289275,0.781067135260788
.,mrg.195,transcript,338,47.639635643289,0.0577467411772042,0.781067135260788
.,mrg.432,transcript,708,2.72164146434354,0.058386909545995,0.784872560966172
.,mrg.321,transcript,528,20.4068208612724,0.0584547653451294,0.784872560966172
.,mrg.1007,transcript,1676,141.742005803616,0.0590887345702543,0.786041524593588
.,mrg.583,transcript,973,6.39559452626583e-07,0.0592239273899786,0.786041524593588
.,mrg.1091,transcript,1792,3.29474978561672,0.0593924056357801,0.786041524593588
.,mrg.99,transcript,152,1.72405775631767e-07,0.0594471193979296,0.786041524593588
.,mrg.2054,transcript,3352,0.0159663144617822,0.0598191155189899,0.786041524593588
.,mrg.2371,transcript,3835,8.33580753980306,0.0598970575825081,0.786041524593588
.,mrg.121,transcript,196,4.17951303790262,0.0600374200627339,0.786041524593588
.,mrg.465,transcript,757,363.407164313927,0.0602840476087915,0.786471670754411
.,mrg.1964,transcript,3172,21.0077813812502,0.0606280508504307,0.788164661055599
.,mrg.1196,transcript,1958,10.5343871533267,0.0609058332818819,0.788987889591703
.,mrg.2219,transcript,3608,0.0578352928203859,0.0613998716046311,0.790664497632378
.,mrg.628,transcript,1043,12.4538499334171,0.0614650846215983,0.790664497632378
.,mrg.724,transcript,1210,97.8055136050962,0.0631083127996472,0.793877792769836
.,mrg.916,transcript,1532,5.14144179960373e-05,0.0633471844761143,0.793877792769836
.,mrg.826,transcript,1386,1.09406912620452,0.0634318742489225,0.793877792769836
.,mrg.2151,transcript,3505,0.171945051850234,0.0636103296373276,0.793877792769836
.,mrg.715,transcript,1196,1.98262046489807,0.0638047153219925,0.793877792769836
.,mrg.1560,transcript,2572,6.46549804492551,0.064274473109577,0.793877792769836
.,mrg.932,transcript,1563,294.590423405421,0.0644603714996647,0.793877792769836
.,mrg.2071,transcript,3369,27.5805584477544,0.0644606574074968,0.793877792769836
.,mrg.1647,transcript,2708,0.00163183984902091,0.0645877915879253,0.793877792769836
.,mrg.81,transcript,131,3.57525856216709,0.0646442829614788,0.793877792769836
.,mrg.147,transcript,250,9.261051417994e-05,0.0656109915848916,0.793877792769836
.,mrg.522,transcript,848,75.9681554721734,0.0657165546448221,0.793877792769836
.,mrg.1097,transcript,1806,2.08605966810386,0.066094296202006,0.793877792769836
.,mrg.2282,transcript,3707,2426.00174203129,0.0664588797100347,0.793877792769836
.,mrg.1417,transcript,2315,0.174247955913501,0.0665021657131062,0.793877792769836
.,mrg.1274,transcript,2079,4.08286477262495,0.0665913445376949,0.793877792769836
.,mrg.1875,transcript,3189,6.90037264764967,0.0673273018225311,0.793877792769836
.,mrg.859,transcript,1440,0.0969191696690341,0.0673946196458293,0.793877792769836
.,mrg.2303,transcript,3739,332.575699605304,0.0676364920239541,0.793877792769836
.,mrg.119,transcript,185,0.00577400983685458,0.0679002220984104,0.793877792769836
.,mrg.1916,transcript,2878,26.4564625912037,0.0681448396388455,0.793877792769836
.,mrg.1651,transcript,2693,2.85728254141469,0.068156390353811,0.793877792769836
.,mrg.198,transcript,341,68.7931014233054,0.0682315040513448,0.793877792769836
.,mrg.1351,transcript,2208,0.000372316640578815,0.068358666274454,0.793877792769836
.,mrg.2015,transcript,3285,0.0269888906416661,0.0687717947609056,0.793877792769836
.,mrg.2192,transcript,3566,1.37211976976498,0.068779958522051,0.793877792769836
.,mrg.1012,transcript,1679,2560295352.83391,0.0690855243122013,0.793877792769836
.,mrg.888,transcript,1495,0.000381940896369927,0.0692091187492521,0.793877792769836
.,mrg.1805,transcript,3051,2.09715341762493,0.0693565097047116,0.793877792769836
.,mrg.2490,transcript,4052,0.0948363309663046,0.0695124987504057,0.793877792769836
.,mrg.938,transcript,1568,6.39473689109369,0.0697171917982395,0.793877792769836
.,mrg.250,transcript,431,35.6451316907152,0.0698507424239936,0.793877792769836
.,mrg.414,transcript,678,61.9786642908242,0.069949267330924,0.793877792769836
.,mrg.1830,transcript,3087,7.95702052339103,0.0699817986418128,0.793877792769836
.,mrg.94,transcript,156,1.98299726083853,0.0700537994823587,0.793877792769836
.,mrg.2144,transcript,3492,56.9120255050417,0.0704508706582532,0.793877792769836
.,mrg.923,transcript,1556,0.00587067320496062,0.0705187117416262,0.793877792769836
.,mrg.905,transcript,1515,4.71986369147761,0.0705353551350285,0.793877792769836
.,mrg.1574,transcript,2592,226.134023542224,0.0707111322023993,0.793877792769836
.,mrg.1147,transcript,1887,0.186927807840226,0.0708277182052496,0.793877792769836
.,TraesCS2A01G559400,transcript,824,53.3928174446937,0.0710342678411654,0.793877792769836
.,mrg.838,transcript,1403,2.43747165573733,0.071197159350642,0.793877792769836
.,mrg.2196,transcript,3575,5.53632878214999,0.0714763279956848,0.793877792769836
.,mrg.2115,transcript,3439,0.107075075060979,0.0716157045788482,0.793877792769836
.,mrg.304,transcript,507,82907203.653707,0.0716326525040252,0.793877792769836
.,mrg.225,transcript,376,13064.0204496918,0.0719419926459746,0.793877792769836
.,mrg.10,transcript,63,0.00144518012378941,0.0720728818957411,0.793877792769836
.,mrg.485,transcript,793,4.19344878877636,0.072241164306726,0.793877792769836
.,TraesCS2B01G322100,transcript,998,1.16673242994707,0.072366431601379,0.793877792769836
.,mrg.698,transcript,1173,0.146213290365415,0.0725041963497323,0.793877792769836
.,mrg.807,transcript,1341,95.5603213168562,0.0728251947214457,0.794948826503719
.,mrg.215,transcript,365,3.62375895947489,0.0730341678059954,0.794948826503719
.,mrg.33,transcript,19,7.85099555803816e-11,0.0733907213697198,0.796473344894393
.,mrg.1933,transcript,2908,3.14637785147825,0.0738429684161678,0.79902435530318
.,mrg.860,transcript,1441,156.992396613468,0.0743623272505358,0.801899936074074
.,mrg.2321,transcript,3769,0.00178207069616629,0.0747299472022662,0.801899936074074
.,mrg.557,transcript,934,413.316963352657,0.0749608170825415,0.801899936074074
.,mrg.1719,transcript,2806,18192.6387147974,0.0751863375092647,0.801899936074074
